product_subgroup_desc,style_colour_desc,gender,style_colour_code,period,range_segment,material,product_launch_date,colour_description,distinct_store_count,pareto,month,season,sales,beg_inv,end_inv,total_stock,weeks_selling,standard_selling_price,standard_cost_price,aur,margin  v,margin %,sales v,discount v,discount %,price_metric
Shopping,Handbag Shopping Style 48575,Women,2001659551,202208,Carryover EOL,,28/08/2019,Orange,226,A,August,Fall/Winter,95,143,156,251,44,120,41.9,81.634194,3774.74843,0.49,7755.24843,3644.75157,47%,ENTRY
Shopping,Handbag Shopping Style 48575,Women,2001659551,202209,Carryover EOL,,28/08/2019,Orange,226,A,September,Fall/Winter,25,42,55,80,44,120,41.9,84.1965,1057.4125,0.5,2104.9125,895.0875,43%,ENTRY
Shopping,Handbag Shopping Style 48575,Women,2001659551,202210,Carryover EOL,,28/08/2019,Orange,226,A,October,Fall/Winter,9,22,23,32,44,120,41.9,64.441,202.869,0.35,579.969,500.031,86%,ENTRY
Shopping,Handbag Shopping Style 48575,Women,2001659551,202211,Carryover EOL,,28/08/2019,Orange,226,A,November,Fall/Winter,10,17,14,24,44,120,41.9,71.3238885,268.174439,0.405,687.174439,512.825561,75%,ENTRY
Shopping,Handbag Shopping Style 48575,Women,2001659551,202212,Carryover EOL,,28/08/2019,Orange,226,A,December,Fall/Winter,3,3,6,9,44,120,41.9,92.185,150.855,0.55,276.555,83.445,30%,ENTRY
Shopping,Handbag Shopping Style 48618,Women,2001660253,202210,Carryover,,7/1/18,Ruby,282,A,October,Fall/Winter,62,63,1,63,9,180,39.5,131.548437,5707.003094,0.7,8156.003094,3003.996906,37%,MIDDLE
Shopping,Handbag Shopping Style 48618,Women,2001660253,202211,Carryover,,7/1/18,Ruby,282,A,November,Fall/Winter,112,226,166,279,9,180,39.5,131.3690635,10344.00116,0.7,14768.00116,5391.998836,37%,MIDDLE
Shopping,Handbag Shopping Style 48618,Women,2001660253,202212,Carryover,,7/1/18,Ruby,282,A,December,Fall/Winter,168,194,277,445,9,180,39.5,132.188757,15571.71118,0.7,22207.71118,8032.288824,36%,MIDDLE
Shopping,Handbag Shopping Style 48629,Women,2001660343,202202,Newness,,20/03/2022,Dark Green,278,A*,February,Spring/Summer,6,18,10,18,44,165,35.9,101.8,395.4,0.65,610.8,379.2,62%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202203,Newness,,20/03/2022,Dark Green,278,A*,March,Spring/Summer,1,2,2,3,44,165,35.9,113.985,78.085,0.69,113.985,51.015,45%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202204,Newness,,20/03/2022,Dark Green,278,A*,April,Spring/Summer,80,80,9,89,44,165,35.9,112.61075,6136.86,0.68,9008.86,4191.14,47%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202205,Newness,,20/03/2022,Dark Green,278,A*,May,Spring/Summer,126,226,197,325,44,165,35.9,109.332064,9252.440064,0.67,13775.84006,7014.159936,51%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202206,Newness,,20/03/2022,Dark Green,278,A*,June,Spring/Summer,79,122,169,251,44,165,35.9,110.152057,5865.912503,0.67,8702.012503,4332.987497,50%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202207,Newness,,20/03/2022,Dark Green,278,A*,July,Spring/Summer,41,65,77,118,44,165,35.9,109.324,3010.384,0.67,4482.284,2282.716,51%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202208,Newness,,20/03/2022,Dark Green,278,A*,August,Fall/Winter,32,66,70,103,44,165,35.9,114.598333,2518.346656,0.69,3667.146656,1612.853344,44%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202209,Newness,,20/03/2022,Dark Green,278,A*,September,Fall/Winter,65,99,96,161,44,165,35.9,115.015,5142.475,0.69,7475.975,3249.025,43%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202210,Newness,,20/03/2022,Dark Green,278,A*,October,Fall/Winter,92,139,173,265,44,165,35.9,113.681123,7155.863316,0.68,10458.66332,4721.336684,45%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202211,Newness,,20/03/2022,Dark Green,278,A*,November,Fall/Winter,91,133,149,240,44,165,35.9,109.06976,6857.216247,0.67,10124.11625,4890.883753,48%,ENTRY
Shopping,Handbag Shopping Style 48629,Women,2001660343,202212,Newness,,20/03/2022,Dark Green,278,A*,December,Fall/Winter,195,215,293,488,44,165,35.9,109.614886,14374.40277,0.67,21374.90277,10800.09723,51%,ENTRY
Shopping,Handbag Shopping Style 48631,Women,2001660351,202208,Carryover EOL,,1/1/00,Dark Green,276,A,August,Fall/Winter,38,38,0,38,18,165,109.7,117.855128,309.894864,0.07,4478.494864,1791.505136,40%,ENTRY
Shopping,Handbag Shopping Style 48631,Women,2001660351,202209,Carryover EOL,,1/1/00,Dark Green,276,A,September,Fall/Winter,48,137,98,146,18,165,109.7,120.2496,506.3808,0.09,5771.9808,2148.0192,37%,ENTRY
Shopping,Handbag Shopping Style 48631,Women,2001660351,202210,Carryover EOL,,1/1/00,Dark Green,276,A,October,Fall/Winter,36,41,59,95,18,165,109.7,116.668947,250.882092,0.06,4200.082092,1739.917908,41%,ENTRY
Shopping,Handbag Shopping Style 48631,Women,2001660351,202211,Carryover EOL,,1/1/00,Dark Green,276,A,November,Fall/Winter,38,55,68,106,18,165,109.7,123.265833,243.474998,0.105,4412.074998,1857.925002,42%,ENTRY
Shopping,Handbag Shopping Style 48631,Women,2001660351,202212,Carryover EOL,,1/1/00,Dark Green,276,A,December,Fall/Winter,114,125,199,313,18,165,109.7,111.516474,207.078036,0.02,12712.87804,6097.121964,48%,ENTRY
Shopping,Handbag Shopping Style 48635,Women,2001660360,202202,Carryover EOL,,1/9/20,Dark Green,62,Tail,February,Spring/Summer,7,16,9,16,27,170,104.45,92.281428,-85.180004,-0.13,645.969996,544.030004,84%,EXIT
Shopping,Handbag Shopping Style 48635,Women,2001660360,202206,Carryover EOL,,1/9/20,Dark Green,62,Tail,June,Spring/Summer,1,2,3,4,27,170,104.45,117.24,12.79,0.11,117.24,52.76,45%,EXIT
Shopping,Handbag Shopping Style 48635,Women,2001660360,202207,Carryover EOL,,1/9/20,Dark Green,62,Tail,July,Spring/Summer,19,30,21,40,27,170,104.45,80.629062,-452.597822,-0.3,1531.952178,1698.047822,111%,EXIT
Shopping,Handbag Shopping Style 48635,Women,2001660360,202208,Carryover EOL,,1/9/20,Dark Green,62,Tail,August,Fall/Winter,1,2,1,2,19,170,104.45,82.69,-21.76,-0.26,82.69,87.31,106%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202202,Seasonal,,29/01/2020,Light Blue,231,A,February,Spring/Summer,6,17,11,17,44,210,36.81,139.635,616.95,0.74,837.81,422.19,50%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202203,Seasonal,,29/01/2020,Light Blue,231,A,March,Spring/Summer,5,9,9,14,44,210,36.81,148.007142,555.98571,0.75,740.03571,309.96429,42%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202204,Seasonal,,29/01/2020,Light Blue,231,A,April,Spring/Summer,2,3,4,6,44,210,36.81,148.015,222.41,0.75,296.03,123.97,42%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202205,Seasonal,,29/01/2020,Light Blue,231,A,May,Spring/Summer,2,3,6,8,44,210,36.81,183.96,294.3,0.8,367.92,52.08,14%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202206,Seasonal,,29/01/2020,Light Blue,231,A,June,Spring/Summer,1,2,1,2,27,210,36.81,165.57,128.76,0.78,165.57,44.43,27%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202207,Seasonal,,29/01/2020,Light Blue,231,A,July,Spring/Summer,33,37,5,38,44,210,36.81,142.322424,3481.909992,0.74,4696.639992,2233.360008,48%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202208,Seasonal,,29/01/2020,Light Blue,231,A,August,Fall/Winter,52,120,98,150,44,210,36.81,142.33,5487.04,0.74,7401.16,3518.84,48%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202209,Seasonal,,29/01/2020,Light Blue,231,A,September,Fall/Winter,60,85,132,193,44,210,36.81,139.551538,6164.49228,0.74,8373.09228,4226.90772,50%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202210,Seasonal,,29/01/2020,Light Blue,231,A,October,Fall/Winter,55,106,130,185,44,210,36.81,142.189122,5795.85171,0.74,7820.40171,3729.59829,48%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202211,Seasonal,,29/01/2020,Light Blue,231,A,November,Fall/Winter,39,83,79,118,44,210,36.81,139.139868,3971.249968,0.735,5406.839968,2783.160032,51%,EXIT
Shopping,Handbag Shopping Style 48645,Women,2001660601,202212,Seasonal,,29/01/2020,Light Blue,231,A,December,Fall/Winter,97,196,187,287,44,210,36.81,137.737907,9790.006979,0.73,13360.57698,7009.423021,52%,EXIT
Shopping,Handbag Shopping Style 48648,Women,2001660621,202202,Carryover EOL,,18/02/2018,Light Blue,14,Tail,February,Spring/Summer,1,1,0,1,1,240,49.38,74.38,25.0,0.34,74.38,165.62,223%,EXIT
Shopping,Handbag Shopping Style 48682,Women,2001661453,202202,Newness,,29/09/2022,Cognac,16,Tail,February,Spring/Summer,1,1,0,1,5,150,48.26,91.7,43.44,0.47,91.7,58.3,64%,ENTRY
Shopping,Handbag Shopping Style 48682,Women,2001661453,202203,Newness,,29/09/2022,Cognac,16,Tail,March,Spring/Summer,0,0,0,0,5,150,48.26,85.12,0.0,0.0,0.0,0.0,0%,ENTRY
Shopping,Handbag Shopping Style 48685,Women,2001661651,202202,Seasonal,,4/9/21,Black Metal,30,C,February,Spring/Summer,1,2,1,2,1,145,65.54,92.45,26.91,0.29,92.45,52.55,57%,ENTRY
Shopping,Handbag Shopping Style 48685,Women,2001661651,202205,Seasonal,,4/9/21,Black Metal,30,C,May,Spring/Summer,0,0,0,0,9,145,65.54,137.92,0.0,0.0,0.0,0.0,0%,ENTRY
Shopping,Handbag Shopping Style 48685,Women,2001661651,202207,Seasonal,,4/9/21,Black Metal,30,C,July,Spring/Summer,0,0,0,0,6,145,65.54,96.49,0.0,0.0,0.0,0.0,0%,ENTRY
Shopping,Handbag Shopping Style 48685,Women,2001661651,202208,Seasonal,,4/9/21,Black Metal,30,C,August,Fall/Winter,1,4,3,4,1,145,65.54,86.84,21.3,0.25,86.84,58.16,67%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202203,Newness,,23/08/2022,Green,264,A,March,Spring/Summer,117,117,0,117,40,165,57.27,106.417801,5750.292717,0.46,12450.88272,6854.117283,55%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202204,Newness,,23/08/2022,Green,264,A,April,Spring/Summer,131,205,222,355,40,165,57.27,106.663666,6470.570246,0.46,13972.94025,7642.059754,55%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202205,Newness,,23/08/2022,Green,264,A,May,Spring/Summer,56,75,86,143,36,165,57.27,106.307964,2746.125984,0.46,5953.245984,3286.754016,55%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202206,Newness,,23/08/2022,Green,264,A,June,Spring/Summer,23,38,39,62,40,165,57.27,99.5888,973.3324,0.42,2290.5424,1504.4576,66%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202207,Newness,,23/08/2022,Green,264,A,July,Spring/Summer,10,14,22,32,40,165,57.27,99.534583,422.64583,0.42,995.34583,654.65417,66%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202208,Newness,,23/08/2022,Green,264,A,August,Fall/Winter,2,8,5,7,40,165,57.27,105.393333,96.246666,0.46,210.786666,119.213334,57%,ENTRY
Shopping,Handbag Shopping Style 50225,Women,2001715351,202210,Newness,,23/08/2022,Green,264,A,October,Fall/Winter,0,0,0,0,36,165,57.27,106.61,0.0,0.0,0.0,0.0,0%,ENTRY
Shopping,Handbag Shopping Style 51909,Women,2001786051,202210,Carryover EOL,,2/10/21,Ruby,133,Tail,October,Fall/Winter,4,4,0,4,9,165,33.24,126.205,371.86,0.74,504.82,155.18,31%,ENTRY
Shopping,Handbag Shopping Style 51909,Women,2001786051,202211,Carryover EOL,,2/10/21,Ruby,133,Tail,November,Fall/Winter,13,36,23,36,5,165,33.24,120.614333,1146.909998,0.725,1579.029998,565.970002,36%,ENTRY
Shopping,Handbag Shopping Style 51909,Women,2001786051,202212,Carryover EOL,,2/10/21,Ruby,133,Tail,December,Fall/Winter,15,23,25,41,5,165,33.24,121.798947,1328.384205,0.73,1826.984205,648.015795,35%,ENTRY
Shopping,Handbag Shopping Style 52125,Women,2001789839,202208,Newness,,1/1/00,Light Blue,230,B,August,Fall/Winter,17,17,0,17,18,175,57.65,109.612631,883.364727,0.47,1863.414727,1111.585273,60%,MIDDLE
Shopping,Handbag Shopping Style 52125,Women,2001789839,202209,Newness,,1/1/00,Light Blue,230,B,September,Fall/Winter,44,116,78,123,18,175,57.65,117.987083,2654.831652,0.51,5191.431652,2508.568348,48%,MIDDLE
Shopping,Handbag Shopping Style 52125,Women,2001789839,202210,Newness,,1/1/00,Light Blue,230,B,October,Fall/Winter,32,38,64,97,18,175,57.65,112.443714,1753.398848,0.49,3598.198848,2001.801152,56%,MIDDLE
Shopping,Handbag Shopping Style 52125,Women,2001789839,202211,Newness,,1/1/00,Light Blue,230,B,November,Fall/Winter,18,27,43,61,18,175,57.65,105.2904625,887.935725,0.45,1925.635725,1224.364275,64%,MIDDLE
Shopping,Handbag Shopping Style 52125,Women,2001789839,202212,Newness,,1/1/00,Light Blue,230,B,December,Fall/Winter,50,74,94,144,18,175,57.65,108.980686,2566.5343,0.47,5449.0343,3300.9657,61%,MIDDLE
Shopping,Handbag Shopping Style 52136,Women,2001789947,202207,Newness,,1/1/00,Pink,284,A,July,Spring/Summer,43,52,9,52,23,195,34.32,133.305714,4256.385702,0.74,5732.145702,2652.854298,46%,MIDDLE
Shopping,Handbag Shopping Style 52136,Women,2001789947,202208,Newness,,1/1/00,Pink,284,A,August,Fall/Winter,72,153,142,214,23,195,34.32,132.327945,7056.57204,0.74,9527.61204,4512.38796,47%,MIDDLE
Shopping,Handbag Shopping Style 52136,Women,2001789947,202209,Newness,,1/1/00,Pink,284,A,September,Fall/Winter,117,190,239,357,23,195,34.32,133.676694,11624.7332,0.74,15640.1732,7174.826802,46%,MIDDLE
Shopping,Handbag Shopping Style 52136,Women,2001789947,202210,Newness,,1/1/00,Pink,284,A,October,Fall/Winter,77,126,157,234,23,195,34.32,133.145608,7609.571816,0.74,10252.21182,4762.788184,46%,MIDDLE
Shopping,Handbag Shopping Style 52136,Women,2001789947,202211,Newness,,1/1/00,Pink,284,A,November,Fall/Winter,44,85,97,141,23,195,34.32,127.7911575,4079.72089,0.735,5589.80089,2990.19911,53%,MIDDLE
Shopping,Handbag Shopping Style 52136,Women,2001789947,202212,Newness,,1/1/00,Pink,284,A,December,Fall/Winter,122,196,208,335,23,195,34.32,131.050121,11801.07476,0.74,15988.11476,7801.885238,49%,MIDDLE
Shopping,Handbag Shopping Style 52334,Women,2001793001,202206,Carryover EOL,,11/6/18,Black,281,A,June,Spring/Summer,93,93,0,93,27,165,29.32,109.454021,7452.463953,0.73,10179.22395,5165.776047,51%,ENTRY
Shopping,Handbag Shopping Style 52334,Women,2001793001,202207,Carryover EOL,,11/6/18,Black,281,A,July,Spring/Summer,131,213,187,318,27,165,29.32,115.609021,11303.86175,0.75,15144.78175,6470.218249,43%,ENTRY
Shopping,Handbag Shopping Style 52334,Women,2001793001,202208,Carryover EOL,,11/6/18,Black,281,A,August,Fall/Winter,83,95,164,248,27,165,29.32,116.045058,7198.179814,0.75,9631.739814,4063.260186,42%,ENTRY
Shopping,Handbag Shopping Style 52334,Women,2001793001,202209,Carryover EOL,,11/6/18,Black,281,A,September,Fall/Winter,39,68,70,110,27,165,29.32,119.8735,3531.5865,0.76,4675.0665,1759.9335,38%,ENTRY
Shopping,Handbag Shopping Style 52334,Women,2001793001,202210,Carryover EOL,,11/6/18,Black,281,A,October,Fall/Winter,17,27,29,46,19,165,29.32,120.257647,1545.939999,0.76,2044.379999,760.620001,37%,ENTRY
Shopping,Handbag Shopping Style 52334,Women,2001793001,202211,Carryover EOL,,11/6/18,Black,281,A,November,Fall/Winter,7,10,16,23,27,165,29.32,126.6925,664.725,0.77,869.965,285.035,33%,ENTRY
Shopping,Handbag Shopping Style 52334,Women,2001793001,202212,Carryover EOL,,11/6/18,Black,281,A,December,Fall/Winter,9,12,19,28,27,165,29.32,138.296666,980.789994,0.79,1244.669994,240.330006,19%,ENTRY
Shopping,Handbag Shopping Style 52444,Women,2001795029,202206,Carryover EOL,,1/10/22,Pink,244,B,June,Spring/Summer,69,69,0,69,27,175,83.93,113.256268,2023.512492,0.26,7814.682492,4260.317508,55%,MIDDLE
Shopping,Handbag Shopping Style 52444,Women,2001795029,202207,Carryover EOL,,1/10/22,Pink,244,B,July,Spring/Summer,87,210,154,244,23,175,83.93,111.826483,2426.994021,0.25,9728.904021,5496.095979,56%,MIDDLE
Shopping,Handbag Shopping Style 52444,Women,2001795029,202208,Carryover EOL,,1/10/22,Pink,244,B,August,Fall/Winter,45,64,45,90,27,175,83.93,114.321888,1367.63496,0.27,5144.48496,2730.51504,53%,MIDDLE
Shopping,Handbag Shopping Style 52444,Women,2001795029,202209,Carryover EOL,,1/10/22,Pink,244,B,September,Fall/Winter,23,52,40,66,23,175,83.93,113.171111,672.545553,0.26,2602.935553,1422.064447,55%,MIDDLE
Shopping,Handbag Shopping Style 52444,Women,2001795029,202210,Carryover EOL,,1/10/22,Pink,244,B,October,Fall/Winter,16,27,40,63,23,175,83.93,122.946153,624.258448,0.32,1967.138448,832.861552,42%,MIDDLE
Shopping,Handbag Shopping Style 52444,Women,2001795029,202211,Carryover EOL,,1/10/22,Pink,244,B,November,Fall/Winter,7,8,5,12,23,175,83.93,129.4404165,319.585832,0.355,907.095832,317.904168,35%,MIDDLE
Shopping,Handbag Shopping Style 52444,Women,2001795029,202212,Carryover EOL,,1/10/22,Pink,244,B,December,Fall/Winter,7,7,11,18,27,175,83.93,153.62625,487.87375,0.45,1075.38375,149.61625,14%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202206,Seasonal,,14/03/2021,Brown,245,B,June,Spring/Summer,47,47,0,47,27,195,42.56,130.002127,4109.779969,0.67,6110.099969,3054.900031,50%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202207,Seasonal,,14/03/2021,Brown,245,B,July,Spring/Summer,93,216,158,254,23,195,42.56,130.562359,8184.219387,0.67,12142.29939,5992.700613,49%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202208,Seasonal,,14/03/2021,Brown,245,B,August,Fall/Winter,66,99,91,157,27,195,42.56,133.130909,5977.679994,0.68,8786.639994,4083.360006,46%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202209,Seasonal,,14/03/2021,Brown,245,B,September,Fall/Winter,43,87,83,126,23,195,42.56,134.988636,3974.431348,0.68,5804.511348,2580.488652,44%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202210,Seasonal,,14/03/2021,Brown,245,B,October,Fall/Winter,14,19,23,37,23,195,42.56,142.726666,1402.333324,0.7,1998.173324,731.826676,37%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202211,Seasonal,,14/03/2021,Brown,245,B,November,Fall/Winter,6,11,11,17,23,195,42.56,158.88375,706.97,0.73,962.33,207.67,22%,MIDDLE
Shopping,Handbag Shopping Style 52446,Women,2001795129,202212,Seasonal,,14/03/2021,Brown,245,B,December,Fall/Winter,8,15,19,27,23,195,42.56,133.29,725.84,0.68,1066.32,493.68,46%,MIDDLE
Shopping,Handbag Shopping Style 53320,Women,2001841805,202206,Newness,,5/1/22,Black Metal,56,Tail,June,Spring/Summer,12,38,26,38,27,65,28.41,53.7815,304.458,0.47,645.378,134.622,21%,ENTRY
Shopping,Handbag Shopping Style 53320,Women,2001841805,202207,Newness,,5/1/22,Black Metal,56,Tail,July,Spring/Summer,5,19,16,21,27,65,28.41,56.45,140.2,0.5,282.25,42.75,15%,ENTRY
Shopping,Handbag Shopping Style 53320,Women,2001841805,202209,Newness,,5/1/22,Black Metal,56,Tail,September,Fall/Winter,1,5,1,2,27,65,28.41,16.03,-12.38,-0.77,16.03,48.97,305%,ENTRY
Shopping,Handbag Shopping Style 53320,Women,2001841805,202211,Newness,,5/1/22,Black Metal,56,Tail,November,Fall/Winter,2,7,12,14,27,65,28.41,45.45,34.08,0.37,90.9,39.1,43%,ENTRY
Shopping,Handbag Shopping Style 53320,Women,2001841805,202212,Newness,,5/1/22,Black Metal,56,Tail,December,Fall/Winter,3,10,2,5,27,65,28.41,51.29,68.64,0.45,153.87,41.13,27%,ENTRY
Shopping,Handbag Shopping Style 53539,Women,2001846929,202211,Newness,,1/1/00,Black Metal,162,Tail,November,Fall/Winter,1,1,0,1,1,180,80.1,114.88,34.78,0.3,114.88,65.12,57%,MIDDLE
Shopping,Handbag Shopping Style 53539,Women,2001846929,202212,Newness,,1/1/00,Black Metal,162,Tail,December,Fall/Winter,35,97,61,97,1,180,80.1,117.301428,1302.04998,0.32,4105.54998,2194.45002,53%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202202,Newness,Synthetic suede,12/6/17,Cognac,206,C,February,Spring/Summer,4,14,10,14,40,155,61.75,108.4,186.6,0.43,433.6,186.4,43%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202203,Newness,Synthetic suede,12/6/17,Cognac,206,C,March,Spring/Summer,2,3,3,5,18,155,61.75,161.58,199.66,0.62,323.16,-13.16,-4%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202204,Newness,Synthetic suede,12/6/17,Cognac,206,C,April,Spring/Summer,2,3,2,5,27,155,61.75,109.391666,95.283332,0.44,218.783332,91.216668,42%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202206,Newness,Synthetic suede,12/6/17,Cognac,206,C,June,Spring/Summer,5,6,11,16,18,155,61.75,123.642,309.46,0.5,618.21,156.79,25%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202207,Newness,Synthetic suede,12/6/17,Cognac,206,C,July,Spring/Summer,7,10,10,17,44,155,61.75,83.145,149.765,0.26,582.015,502.985,86%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202208,Newness,Synthetic suede,12/6/17,Cognac,206,C,August,Fall/Winter,3,8,7,10,36,155,61.75,114.51,158.28,0.46,343.53,121.47,35%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202209,Newness,Synthetic suede,12/6/17,Cognac,206,C,September,Fall/Winter,0,0,0,0,1,155,61.75,161.79,0.0,0.0,0.0,0.0,0%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 41750,Women,2001255151,202210,Newness,Synthetic suede,12/6/17,Cognac,206,C,October,Fall/Winter,3,2,3,6,36,155,61.75,110.18,145.29,0.44,330.54,134.46,41%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202202,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,February,Spring/Summer,7,17,10,17,27,260,142.24,195.61125,373.59875,0.27,1369.27875,450.72125,33%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202203,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,March,Spring/Summer,13,16,17,30,27,260,142.24,204.35,807.43,0.3,2656.55,723.45,27%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202204,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,April,Spring/Summer,4,5,1,5,32,260,142.24,212.536,281.184,0.33,850.144,189.856,22%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202205,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,May,Spring/Summer,5,8,5,10,22,260,142.24,194.521666,261.40833,0.27,972.60833,327.39167,34%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202206,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,June,Spring/Summer,3,3,5,8,27,260,142.24,203.06,182.46,0.3,609.18,170.82,28%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202207,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,July,Spring/Summer,2,3,3,5,22,260,142.24,170.215,55.95,0.16,340.43,179.57,53%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202208,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,August,Fall/Winter,1,2,1,2,27,260,142.24,161.25,19.01,0.12,161.25,98.75,61%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202209,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,September,Fall/Winter,1,0,0,1,32,260,142.24,189.26,47.02,0.25,189.26,70.74,37%,EXIT
Shoulder bag,Handbag Shoulder bag Style 49819,Women,2001705751,202210,Seasonal,Synthetic suede,24/12/2022,Yellow,60,B,October,Fall/Winter,0,0,0,0,32,260,142.24,189.26,0.0,0.0,0.0,0.0,0%,EXIT
Shoulder bag,Handbag Shoulder bag Style 51733,Women,2001782839,202210,Newness,Jute,25/05/2021,Black,220,A,October,Fall/Winter,21,21,0,21,9,170,90.46,140.507142,1050.989982,0.36,2950.649982,619.350018,21%,EXIT
Shoulder bag,Handbag Shoulder bag Style 51733,Women,2001782839,202211,Newness,Jute,25/05/2021,Black,220,A,November,Fall/Winter,49,151,111,160,9,170,90.46,131.94056,2041.4361,0.315,6473.9761,1856.0239,29%,EXIT
Shoulder bag,Handbag Shoulder bag Style 51733,Women,2001782839,202212,Newness,Jute,25/05/2021,Black,220,A,December,Fall/Winter,90,117,179,269,9,170,90.46,134.366821,3951.61389,0.33,12093.01389,3206.98611,27%,EXIT
Shoulder bag,Handbag Shoulder bag Style 51942,Women,2001786651,202210,Seasonal,Leather,7/8/20,Brown,226,A,October,Fall/Winter,22,22,0,22,9,150,56.73,138.4,1796.74,0.59,3044.8,255.2,8%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 51942,Women,2001786651,202211,Seasonal,Leather,7/8/20,Brown,226,A,November,Fall/Winter,120,348,250,371,9,150,56.73,113.9397615,7181.038064,0.505,13988.63806,4011.361936,29%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 51942,Women,2001786651,202212,Seasonal,Leather,7/8/20,Brown,226,A,December,Fall/Winter,33,68,76,109,9,150,56.73,121.602393,2140.788969,0.53,4012.878969,937.121031,23%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 52148,Women,2001790301,202206,Newness,Vinyl,1/1/00,Grey,260,A,June,Spring/Summer,21,21,0,21,27,125,47.46,104.579523,1199.509983,0.55,2196.169983,428.830017,20%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 52148,Women,2001790301,202207,Newness,Vinyl,1/1/00,Grey,260,A,July,Spring/Summer,87,260,195,282,27,125,47.46,107.597108,5231.928396,0.56,9360.948396,1514.051604,16%,MIDDLE
Shoulder bag,Handbag Shoulder bag Style 52148,Women,2001790301,202208,Newness,Vinyl,1/1/00,Grey,260,A,August,Fall/Winter,87,173,217,305,27,125,47.46,109.678259,5412.988533,0.57,9542.008533,1332.991467,14%,MIDDLE
